 TITLE="Tecplot Output"
 VARIABLES= "X" "Y" "Z" "VAR"
 ZONE F=POINT T="Rank 00" I=           5  J=           3  ,K=          11
           1           1           1   1.00000000000000     
           2           1           1   2.00000000000000     
           3           1           1   3.00000000000000     
           4           1           1   4.00000000000000     
           5           1           1   5.00000000000000     
           1           2           1   18.0000000000000     
           2           2           1   19.0000000000000     
           3           2           1   20.0000000000000     
           4           2           1   21.0000000000000     
           5           2           1   22.0000000000000     
           1           3           1   35.0000000000000     
           2           3           1   36.0000000000000     
           3           3           1   37.0000000000000     
           4           3           1   38.0000000000000     
           5           3           1   39.0000000000000     
           1           1           2   222.000000000000     
           2           1           2   223.000000000000     
           3           1           2   224.000000000000     
           4           1           2   225.000000000000     
           5           1           2   226.000000000000     
           1           2           2   239.000000000000     
           2           2           2   240.000000000000     
           3           2           2   241.000000000000     
           4           2           2   242.000000000000     
           5           2           2   243.000000000000     
           1           3           2   256.000000000000     
           2           3           2   257.000000000000     
           3           3           2   258.000000000000     
           4           3           2   259.000000000000     
           5           3           2   260.000000000000     
           1           1           3   443.000000000000     
           2           1           3   444.000000000000     
           3           1           3   445.000000000000     
           4           1           3   446.000000000000     
           5           1           3   447.000000000000     
           1           2           3   460.000000000000     
           2           2           3   461.000000000000     
           3           2           3   462.000000000000     
           4           2           3   463.000000000000     
           5           2           3   464.000000000000     
           1           3           3   477.000000000000     
           2           3           3   478.000000000000     
           3           3           3   479.000000000000     
           4           3           3   480.000000000000     
           5           3           3   481.000000000000     
           1           1           4   664.000000000000     
           2           1           4   665.000000000000     
           3           1           4   666.000000000000     
           4           1           4   667.000000000000     
           5           1           4   668.000000000000     
           1           2           4   681.000000000000     
           2           2           4   682.000000000000     
           3           2           4   683.000000000000     
           4           2           4   684.000000000000     
           5           2           4   685.000000000000     
           1           3           4   698.000000000000     
           2           3           4   699.000000000000     
           3           3           4   700.000000000000     
           4           3           4   701.000000000000     
           5           3           4   702.000000000000     
           1           1           5   885.000000000000     
           2           1           5   886.000000000000     
           3           1           5   887.000000000000     
           4           1           5   888.000000000000     
           5           1           5   889.000000000000     
           1           2           5   902.000000000000     
           2           2           5   903.000000000000     
           3           2           5   904.000000000000     
           4           2           5   905.000000000000     
           5           2           5   906.000000000000     
           1           3           5   919.000000000000     
           2           3           5   920.000000000000     
           3           3           5   921.000000000000     
           4           3           5   922.000000000000     
           5           3           5   923.000000000000     
           1           1           6   1106.00000000000     
           2           1           6   1107.00000000000     
           3           1           6   1108.00000000000     
           4           1           6   1109.00000000000     
           5           1           6   1110.00000000000     
           1           2           6   1123.00000000000     
           2           2           6   1124.00000000000     
           3           2           6   1125.00000000000     
           4           2           6   1126.00000000000     
           5           2           6   1127.00000000000     
           1           3           6   1140.00000000000     
           2           3           6   1141.00000000000     
           3           3           6   1142.00000000000     
           4           3           6   1143.00000000000     
           5           3           6   1144.00000000000     
           1           1           7   1327.00000000000     
           2           1           7   1328.00000000000     
           3           1           7   1329.00000000000     
           4           1           7   1330.00000000000     
           5           1           7   1331.00000000000     
           1           2           7   1344.00000000000     
           2           2           7   1345.00000000000     
           3           2           7   1346.00000000000     
           4           2           7   1347.00000000000     
           5           2           7   1348.00000000000     
           1           3           7   1361.00000000000     
           2           3           7   1362.00000000000     
           3           3           7   1363.00000000000     
           4           3           7   1364.00000000000     
           5           3           7   1365.00000000000     
           1           1           8   1548.00000000000     
           2           1           8   1549.00000000000     
           3           1           8   1550.00000000000     
           4           1           8   1551.00000000000     
           5           1           8   1552.00000000000     
           1           2           8   1565.00000000000     
           2           2           8   1566.00000000000     
           3           2           8   1567.00000000000     
           4           2           8   1568.00000000000     
           5           2           8   1569.00000000000     
           1           3           8   1582.00000000000     
           2           3           8   1583.00000000000     
           3           3           8   1584.00000000000     
           4           3           8   1585.00000000000     
           5           3           8   1586.00000000000     
           1           1           9   1769.00000000000     
           2           1           9   1770.00000000000     
           3           1           9   1771.00000000000     
           4           1           9   1772.00000000000     
           5           1           9   1773.00000000000     
           1           2           9   1786.00000000000     
           2           2           9   1787.00000000000     
           3           2           9   1788.00000000000     
           4           2           9   1789.00000000000     
           5           2           9   1790.00000000000     
           1           3           9   1803.00000000000     
           2           3           9   1804.00000000000     
           3           3           9   1805.00000000000     
           4           3           9   1806.00000000000     
           5           3           9   1807.00000000000     
           1           1          10   1990.00000000000     
           2           1          10   1991.00000000000     
           3           1          10   1992.00000000000     
           4           1          10   1993.00000000000     
           5           1          10   1994.00000000000     
           1           2          10   2007.00000000000     
           2           2          10   2008.00000000000     
           3           2          10   2009.00000000000     
           4           2          10   2010.00000000000     
           5           2          10   2011.00000000000     
           1           3          10   2024.00000000000     
           2           3          10   2025.00000000000     
           3           3          10   2026.00000000000     
           4           3          10   2027.00000000000     
           5           3          10   2028.00000000000     
           1           1          11   2211.00000000000     
           2           1          11   2212.00000000000     
           3           1          11   2213.00000000000     
           4           1          11   2214.00000000000     
           5           1          11   2215.00000000000     
           1           2          11   2228.00000000000     
           2           2          11   2229.00000000000     
           3           2          11   2230.00000000000     
           4           2          11   2231.00000000000     
           5           2          11   2232.00000000000     
           1           3          11   2245.00000000000     
           2           3          11   2246.00000000000     
           3           3          11   2247.00000000000     
           4           3          11   2248.00000000000     
           5           3          11   2249.00000000000     
 ZONE F=POINT T="Rank 01" I=           6  J=           3  ,K=          11
           6           1           1   6.00000000000000     
           7           1           1   7.00000000000000     
           8           1           1   8.00000000000000     
           9           1           1   9.00000000000000     
          10           1           1   10.0000000000000     
          11           1           1   11.0000000000000     
           6           2           1   23.0000000000000     
           7           2           1   24.0000000000000     
           8           2           1   25.0000000000000     
           9           2           1   26.0000000000000     
          10           2           1   27.0000000000000     
          11           2           1   28.0000000000000     
           6           3           1   40.0000000000000     
           7           3           1   41.0000000000000     
           8           3           1   42.0000000000000     
           9           3           1   43.0000000000000     
          10           3           1   44.0000000000000     
          11           3           1   45.0000000000000     
           6           1           2   227.000000000000     
           7           1           2   228.000000000000     
           8           1           2   229.000000000000     
           9           1           2   230.000000000000     
          10           1           2   231.000000000000     
          11           1           2   232.000000000000     
           6           2           2   244.000000000000     
           7           2           2   245.000000000000     
           8           2           2   246.000000000000     
           9           2           2   247.000000000000     
          10           2           2   248.000000000000     
          11           2           2   249.000000000000     
           6           3           2   261.000000000000     
           7           3           2   262.000000000000     
           8           3           2   263.000000000000     
           9           3           2   264.000000000000     
          10           3           2   265.000000000000     
          11           3           2   266.000000000000     
           6           1           3   448.000000000000     
           7           1           3   449.000000000000     
           8           1           3   450.000000000000     
           9           1           3   451.000000000000     
          10           1           3   452.000000000000     
